"","date","OAS","TED","TreasurySpread"
"2619",2015-12-24,7.05,0.4,1.22
"2620",2015-12-29,6.96,0.38,1.23
"2621",2015-12-30,6.95,0.4,1.23
"2622",2015-12-31,6.95,0.45,1.21
"2623",2016-01-04,7.1,0.39,1.22
"2624",2016-01-05,7.03,0.42,1.21
"2625",2016-01-06,7.11,0.41,1.19
"2626",2016-01-07,7.24,0.42,1.2
"2627",2016-01-08,7.23,0.42,1.19
"2628",2016-01-11,7.31,0.41,1.23
"2629",2016-01-12,7.38,0.41,1.19
"2630",2016-01-13,7.5,0.4,1.17
"2631",2016-01-14,7.57,0.37,1.2
"2632",2016-01-15,7.89,0.39,1.18
"2633",2016-01-19,7.88,0.36,1.18
"2634",2016-01-20,8.27,0.36,1.16
"2635",2016-01-21,8.13,0.34,1.18
"2636",2016-01-22,7.87,0.32,1.19
"2637",2016-01-25,7.85,0.31,1.15
"2638",2016-01-26,7.83,0.31,1.16
"2639",2016-01-27,7.78,0.3,1.18
"2640",2016-01-28,7.75,0.28,1.17
"2641",2016-01-29,7.74,0.29,1.18
"2642",2016-02-01,7.79,0.27,1.16
"2643",2016-02-02,7.98,0.28,1.12
"2644",2016-02-03,8.03,0.29,1.16
"2645",2016-02-04,8.03,0.33,1.17
"2646",2016-02-05,8.1,0.33,1.12
"2647",2016-02-08,8.51,0.3,1.09
"2648",2016-02-09,8.62,0.32,1.05
"2649",2016-02-10,8.53,0.31,1
"2650",2016-02-11,8.87,0.34,0.99
"2651",2016-02-12,8.64,0.33,1.03
"2652",2016-02-16,8.45,0.32,1.04
"2653",2016-02-17,8.21,0.32,1.07
"2654",2016-02-18,8.17,0.32,1.04
"2655",2016-02-19,8.23,0.32,1
"2656",2016-02-22,8.09,0.29,0.99
"2657",2016-02-23,8.1,0.31,0.98
"2658",2016-02-24,8.17,0.3,1
"2659",2016-02-25,8.08,0.32,0.99
"2660",2016-02-26,7.8,0.32,0.96
"2661",2016-02-29,7.75,0.3,0.96
"2662",2016-03-01,7.46,0.3,0.98
"2663",2016-03-02,7.31,0.28,0.99
"2664",2016-03-03,7.28,0.37,0.98
"2665",2016-03-04,7.08,0.35,1
"2666",2016-03-07,7.03,0.32,1
"2667",2016-03-08,7.14,0.35,0.95
"2668",2016-03-09,7.15,0.33,1
"2669",2016-03-10,7.04,0.32,1
"2670",2016-03-11,6.82,0.31,1.01
"2671",2016-03-14,6.74,0.3,1
"2672",2016-03-15,6.84,0.3,0.99
"2673",2016-03-16,6.94,0.33,1.07
"2674",2016-03-17,6.82,0.33,1.04
"2675",2016-03-18,6.71,0.33,1.04
"2676",2016-03-21,6.65,0.31,1.05
"2677",2016-03-22,6.69,0.33,1.03
"2678",2016-03-23,6.79,0.33,1.01
"2679",2016-03-24,6.93,0.34,1.02
"2680",2016-03-29,7.14,0.4,1.03
"2681",2016-03-30,7.03,0.43,1.07
"2682",2016-03-31,7.05,0.42,1.05
"2683",2016-04-01,7.05,0.4,1.03
"2684",2016-04-04,7.03,0.4,1.03
"2685",2016-04-05,7.13,0.4,1.01
"2686",2016-04-06,7.04,0.4,1.03
"2687",2016-04-07,7.11,0.4,1
"2688",2016-04-08,7.03,0.4,1.02
"2689",2016-04-11,7,0.4,1.03
"2690",2016-04-12,6.87,0.41,1.05
"2691",2016-04-13,6.71,0.4,1.02
"2692",2016-04-14,6.6,0.41,1.03
"2693",2016-04-15,6.62,0.41,1.02
"2694",2016-04-18,6.62,0.41,1.03
"2695",2016-04-19,6.46,0.42,1.02
"2696",2016-04-20,6.31,0.41,1.05
"2697",2016-04-21,6.29,0.41,1.06
"2698",2016-04-22,6.29,0.41,1.05
"2699",2016-04-25,6.32,0.38,1.06
"2700",2016-04-26,6.26,0.39,1.08
"2701",2016-04-27,6.25,0.4,1.04
"2702",2016-04-28,6.19,0.42,1.06
"2703",2016-04-29,6.24,0.42,1.06
"2704",2016-05-03,6.31,0.42,1.06
"2705",2016-05-04,6.39,0.44,1.04
"2706",2016-05-05,6.42,0.43,1.04
"2707",2016-05-06,6.48,0.44,1.05
"2708",2016-05-09,6.53,0.39,1.05
"2709",2016-05-10,6.46,0.39,1.05
"2710",2016-05-11,6.4,0.37,0.99
"2711",2016-05-12,6.36,0.36,0.99
"2712",2016-05-13,6.41,0.35,0.95
"2713",2016-05-16,6.3,0.35,0.96
"2714",2016-05-17,6.26,0.35,0.94
"2715",2016-05-18,6.16,0.34,0.97
"2716",2016-05-19,6.29,0.35,0.96
"2717",2016-05-20,6.22,0.34,0.96
"2718",2016-05-23,6.21,0.31,0.93
"2719",2016-05-24,6.13,0.32,0.94
"2720",2016-05-25,6.04,0.34,0.95
"2721",2016-05-26,6.08,0.37,0.96
"2722",2016-05-27,6.08,0.36,0.95
"2723",2016-05-31,5.97,0.35,0.97
"2724",2016-06-01,6.01,0.38,0.94
"2725",2016-06-02,6,0.4,0.92
"2726",2016-06-03,6.09,0.39,0.93
"2727",2016-06-06,6,0.38,0.93
"2728",2016-06-07,5.92,0.38,0.94
"2729",2016-06-08,5.82,0.42,0.93
"2730",2016-06-09,5.86,0.41,0.91
"2731",2016-06-10,5.98,0.41,0.91
"2732",2016-06-13,6.07,0.38,0.89
"2733",2016-06-14,6.19,0.38,0.88
"2734",2016-06-15,6.18,0.4,0.91
"2735",2016-06-16,6.32,0.38,0.87
"2736",2016-06-17,6.21,0.38,0.92
"2737",2016-06-20,6,0.37,0.93
"2738",2016-06-21,6,0.37,0.95
"2739",2016-06-22,5.96,0.37,0.94
"2740",2016-06-23,5.83,0.34,0.96
"2741",2016-06-24,6.33,0.36,0.93
"2742",2016-06-27,6.57,0.36,0.85
"2743",2016-06-28,6.48,0.37,0.85
"2744",2016-06-29,6.26,0.39,0.88
"2745",2016-06-30,6.21,0.39,0.91
"2746",2016-07-01,6.12,0.38,0.87
"2747",2016-07-05,6.16,0.38,0.81
"2748",2016-07-06,6.14,0.39,0.8
"2749",2016-07-07,6.02,0.37,0.82
"2750",2016-07-08,5.88,0.4,0.76
"2751",2016-07-11,5.66,0.36,0.77
"2752",2016-07-12,5.46,0.38,0.84
"2753",2016-07-13,5.58,0.37,0.8
"2754",2016-07-14,5.44,0.37,0.85
"2755",2016-07-15,5.42,0.38,0.89
"2756",2016-07-18,5.44,0.38,0.91
"2757",2016-07-19,5.45,0.39,0.86
"2758",2016-07-20,5.4,0.38,0.86
"2759",2016-07-21,5.41,0.4,0.87
"2760",2016-07-22,5.39,0.4,0.86
"2761",2016-07-25,5.39,0.41,0.86
"2762",2016-07-26,5.45,0.43,0.82
"2763",2016-07-27,5.51,0.44,0.79
"2764",2016-07-28,5.54,0.51,0.8
"2765",2016-07-29,5.61,0.49,0.79
"2766",2016-08-01,5.69,0.47,0.84
"2767",2016-08-02,5.73,0.48,0.88
"2768",2016-08-03,5.72,0.5,0.88
"2769",2016-08-04,5.65,0.53,0.87
"2770",2016-08-05,5.46,0.52,0.87
"2771",2016-08-08,5.42,0.5,0.85
"2772",2016-08-09,5.36,0.53,0.84
"2773",2016-08-10,5.38,0.54,0.81
"2774",2016-08-11,5.31,0.54,0.81
"2775",2016-08-12,5.34,0.54,0.8
"2776",2016-08-15,5.23,0.49,0.83
"2777",2016-08-16,5.17,0.53,0.81
"2778",2016-08-17,5.19,0.51,0.82
"2779",2016-08-18,5.2,0.52,0.82
"2780",2016-08-19,5.15,0.53,0.82
"2781",2016-08-22,5.18,0.54,0.79
"2782",2016-08-23,5.14,0.53,0.81
"2783",2016-08-24,5.13,0.52,0.8
"2784",2016-08-25,5.14,0.5,0.8
"2785",2016-08-26,5.04,0.5,0.78
"2786",2016-08-30,5.07,0.51,0.77
"2787",2016-08-31,5.1,0.51,0.78
"2788",2016-09-01,5.12,0.51,0.79
"2789",2016-09-02,5.09,0.52,0.8
"2790",2016-09-06,5.09,0.52,0.81
"2791",2016-09-07,5.07,0.49,0.8
"2792",2016-09-08,4.99,0.51,0.83
"2793",2016-09-09,5.1,0.51,0.88
"2794",2016-09-12,5.18,0.49,0.89
"2795",2016-09-13,5.24,0.49,0.93
"2796",2016-09-14,5.26,0.52,0.93
"2797",2016-09-15,5.26,0.57,0.97
"2798",2016-09-16,5.27,0.57,0.93
"2799",2016-09-19,5.25,0.56,0.91
"2800",2016-09-20,5.24,0.57,0.9
"2801",2016-09-21,5.22,0.64,0.87
"2802",2016-09-22,5.09,0.68,0.84
"2803",2016-09-23,5.1,0.67,0.85
"2804",2016-09-26,5.16,0.6,0.83
"2805",2016-09-27,5.18,0.59,0.81
"2806",2016-09-28,5.14,0.57,0.82
"2807",2016-09-29,5.09,0.59,0.83
"2808",2016-09-30,4.97,0.57,0.83
"2809",2016-10-03,4.93,0.54,0.83
"2810",2016-10-04,4.85,0.53,0.87
"2811",2016-10-05,4.78,0.55,0.87
"2812",2016-10-06,4.75,0.55,0.89
"2813",2016-10-07,4.76,0.56,0.9
"2814",2016-10-11,4.75,0.53,0.9
"2815",2016-10-12,4.75,0.52,0.92
"2816",2016-10-13,4.82,0.59,0.9
"2817",2016-10-14,4.72,0.57,0.96
"2818",2016-10-17,4.76,0.54,0.96
"2819",2016-10-18,4.72,0.54,0.93
"2820",2016-10-19,4.66,0.54,0.95
"2821",2016-10-20,4.62,0.54,0.92
"2822",2016-10-21,4.62,0.55,0.9
"2823",2016-10-24,4.6,0.55,0.93
"2824",2016-10-25,4.6,0.55,0.91
"2825",2016-10-26,4.66,0.56,0.93
"2826",2016-10-27,4.69,0.6,0.98
"2827",2016-10-28,4.76,0.6,1
"2828",2016-10-31,4.91,0.54,0.98
"2829",2016-11-01,5.05,0.53,1
"2830",2016-11-02,5.15,0.52,1
"2831",2016-11-03,5.15,0.51,1.01
"2832",2016-11-04,5.2,0.51,0.99
"2833",2016-11-07,5.01,0.48,1.01
"2834",2016-11-08,4.98,0.45,1.01
"2835",2016-11-09,4.94,0.45,1.17
"2836",2016-11-10,4.97,0.43,1.23
"2837",2016-11-14,5.11,0.37,1.23
"2838",2016-11-15,4.94,0.41,1.21
"2839",2016-11-16,4.94,0.45,1.22
"2840",2016-11-17,4.85,0.48,1.25
"2841",2016-11-18,4.84,0.49,1.27
"2842",2016-11-21,4.78,0.46,1.25
"2843",2016-11-22,4.7,0.44,1.24
"2844",2016-11-23,4.66,0.43,1.24
"2845",2016-11-25,4.64,0.46,1.24
"2846",2016-11-28,4.66,0.46,1.21
"2847",2016-11-29,4.69,0.45,1.21
"2848",2016-11-30,4.67,0.45,1.26
"2849",2016-12-01,4.62,0.47,1.31
"2850",2016-12-02,4.64,0.47,1.29
"2851",2016-12-05,4.58,0.46,1.26
"2852",2016-12-06,4.5,0.46,1.27
"2853",2016-12-07,4.42,0.44,1.24
"2854",2016-12-08,4.38,0.45,1.28
"2855",2016-12-09,4.28,0.43,1.32
"2856",2016-12-12,4.25,0.45,1.34
"2857",2016-12-13,4.2,0.42,1.31
"2858",2016-12-14,4.12,0.43,1.27
"2859",2016-12-15,4.2,0.49,1.31
"2860",2016-12-16,4.21,0.5,1.32
"2861",2016-12-19,4.23,0.47,1.3
"2862",2016-12-20,4.2,0.48,1.32
"2863",2016-12-21,4.19,0.49,1.34
"2864",2016-12-22,4.17,0.5,1.33
"2865",2016-12-23,4.16,0.49,1.33
"2866",2016-12-28,4.15,0.48,1.25
"2867",2016-12-29,4.18,0.54,1.27
"2868",2016-12-30,4.21,0.5,1.25
"2869",2017-01-03,4.13,0.47,1.23
"2870",2017-01-04,4.02,0.49,1.22
"2871",2017-01-05,4.04,0.5,1.2
"2872",2017-01-06,3.98,0.49,1.2
"2873",2017-01-09,4.02,0.51,1.17
"2874",2017-01-10,4,0.51,1.19
"2875",2017-01-11,4.03,0.51,1.18
"2876",2017-01-12,4.05,0.51,1.18
"2877",2017-01-13,4.02,0.5,1.19
"2878",2017-01-17,4.06,0.48,1.16
"2879",2017-01-18,4.01,0.51,1.19
"2880",2017-01-19,3.99,0.53,1.22
"2881",2017-01-20,4.02,0.55,1.28
"2882",2017-01-23,4.1,0.53,1.25
"2883",2017-01-24,4.02,0.53,1.26
"2884",2017-01-25,3.93,0.55,1.3
"2885",2017-01-26,3.93,0.54,1.3
"2886",2017-01-27,3.93,0.53,1.27
"2887",2017-01-30,3.96,0.52,1.27
"2888",2017-01-31,4,0.51,1.26
"2889",2017-02-01,3.95,0.53,1.26
"2890",2017-02-02,3.93,0.52,1.27
"2891",2017-02-03,3.86,0.53,1.28
"2892",2017-02-06,3.91,0.51,1.26
"2893",2017-02-07,3.93,0.51,1.24
"2894",2017-02-08,3.98,0.5,1.19
"2895",2017-02-09,3.93,0.5,1.2
"2896",2017-02-10,3.9,0.5,1.21
"2897",2017-02-13,3.86,0.52,1.23
"2898",2017-02-14,3.8,0.5,1.22
"2899",2017-02-15,3.77,0.51,1.24
"2900",2017-02-16,3.83,0.54,1.23
"2901",2017-02-17,3.86,0.53,1.21
"2902",2017-02-21,3.81,0.52,1.21
"2903",2017-02-22,3.78,0.53,1.2
"2904",2017-02-23,3.77,0.54,1.2
"2905",2017-02-24,3.84,0.54,1.19
"2906",2017-02-27,3.75,0.55,1.16
"2907",2017-02-28,3.74,0.53,1.14
"2908",2017-03-01,3.57,0.47,1.17
"2909",2017-03-02,3.55,0.44,1.17
"2910",2017-03-03,3.6,0.4,1.17
"2911",2017-03-06,3.66,0.38,1.18
"2912",2017-03-07,3.73,0.36,1.2
"2913",2017-03-08,3.79,0.39,1.21
"2914",2017-03-09,3.88,0.4,1.23
"2915",2017-03-10,3.89,0.39,1.22
"2916",2017-03-13,3.94,0.35,1.22
"2917",2017-03-14,4.05,0.37,1.2
"2918",2017-03-15,4.02,0.43,1.18
"2919",2017-03-16,3.88,0.43,1.18
"2920",2017-03-17,3.91,0.43,1.17
"2921",2017-03-20,3.97,0.41,1.17
"2922",2017-03-21,4.04,0.4,1.16
"2923",2017-03-22,4.16,0.4,1.13
"2924",2017-03-23,4.11,0.4,1.15
"2925",2017-03-24,4.07,0.38,1.14
"2926",2017-03-27,4.12,0.38,1.11
"2927",2017-03-28,4.01,0.38,1.12
"2928",2017-03-29,3.94,0.38,1.13
"2929",2017-03-30,3.85,0.38,1.14
"2930",2017-03-31,3.92,0.4,1.13
"2931",2017-04-03,3.98,0.37,1.11
"2932",2017-04-04,3.98,0.37,1.11
"2933",2017-04-05,3.91,0.36,1.1
"2934",2017-04-06,3.93,0.38,1.1
"2935",2017-04-07,3.86,0.35,1.09
"2936",2017-04-10,3.86,0.35,1.08
"2937",2017-04-11,3.94,0.35,1.08
"2938",2017-04-12,3.96,0.36,1.04
"2939",2017-04-13,4.03,0.36,1.03
"2940",2017-04-18,4.07,0.35,1
"2941",2017-04-19,4.01,0.36,1.02
"2942",2017-04-20,3.98,0.37,1.03
"2943",2017-04-21,3.97,0.38,1.04
"2944",2017-04-24,3.86,0.37,1.03
"2945",2017-04-25,3.78,0.36,1.06
"2946",2017-04-26,3.76,0.35,1.04
"2947",2017-04-27,3.78,0.37,1.05
"2948",2017-04-28,3.75,0.38,1.01
"2949",2017-05-02,3.79,0.36,1.02
"2950",2017-05-03,3.76,0.33,1.03
"2951",2017-05-04,3.8,0.34,1.04
"2952",2017-05-05,3.82,0.3,1.04
"2953",2017-05-08,3.8,0.28,1.06
"2954",2017-05-09,3.74,0.28,1.05
"2955",2017-05-10,3.72,0.29,1.06
"2956",2017-05-11,3.72,0.31,1.04
"2957",2017-05-12,3.77,0.32,1.04
"2958",2017-05-15,3.72,0.29,1.03
"2959",2017-05-16,3.71,0.29,1.04
"2960",2017-05-17,3.84,0.29,0.96
"2961",2017-05-18,3.85,0.26,0.96
"2962",2017-05-19,3.78,0.29,0.95
"2963",2017-05-22,3.72,0.27,0.96
"2964",2017-05-23,3.67,0.28,0.98
"2965",2017-05-24,3.68,0.28,0.97
"2966",2017-05-25,3.67,0.28,0.95
"2967",2017-05-26,3.67,0.28,0.95
"2968",2017-05-30,3.68,0.28,0.93
"2969",2017-05-31,3.74,0.25,0.93
"2970",2017-06-01,3.69,0.26,0.93
"2971",2017-06-02,3.69,0.26,0.87
"2972",2017-06-05,3.68,0.27,0.86
"2973",2017-06-06,3.72,0.26,0.84
"2974",2017-06-07,3.73,0.24,0.86
"2975",2017-06-08,3.76,0.24,0.86
"2976",2017-06-09,3.73,0.25,0.86
"2977",2017-06-12,3.71,0.27,0.86
"2978",2017-06-13,3.68,0.26,0.83
"2979",2017-06-14,3.7,0.26,0.8
"2980",2017-06-15,3.72,0.27,0.81
"2981",2017-06-16,3.76,0.26,0.84
"2982",2017-06-19,3.7,0.27,0.83
"2983",2017-06-20,3.77,0.29,0.8
"2984",2017-06-21,3.85,0.32,0.8
"2985",2017-06-22,3.87,0.36,0.81
"2986",2017-06-23,3.86,0.34,0.81
"2987",2017-06-26,3.83,0.31,0.78
"2988",2017-06-27,3.77,0.31,0.83
"2989",2017-06-28,3.77,0.3,0.88
"2990",2017-06-29,3.76,0.28,0.89
"2991",2017-06-30,3.77,0.29,0.93
"2992",2017-07-03,3.72,0.26,0.94
"2993",2017-07-05,3.73,0.27,0.92
"2994",2017-07-06,3.78,0.28,0.97
"2995",2017-07-07,3.83,0.28,0.99
"2996",2017-07-10,3.83,0.27,0.98
"2997",2017-07-11,3.85,0.27,1
"2998",2017-07-12,3.81,0.27,0.98
"2999",2017-07-13,3.77,0.27,0.98
"3000",2017-07-14,3.73,0.28,0.98
"3001",2017-07-17,3.69,0.26,0.95
"3002",2017-07-18,3.69,0.26,0.91
"3003",2017-07-19,3.64,0.22,0.9
"3004",2017-07-20,3.61,0.18,0.9
"3005",2017-07-21,3.64,0.17,0.88
"3006",2017-07-24,3.63,0.16,0.89
"3007",2017-07-25,3.55,0.16,0.93
"3008",2017-07-26,3.56,0.2,0.93
"3009",2017-07-27,3.55,0.22,0.96
"3010",2017-07-28,3.59,0.25,0.96
"3011",2017-07-31,3.61,0.26,0.96
"3012",2017-08-01,3.6,0.25,0.92
"3013",2017-08-02,3.59,0.25,0.91
"3014",2017-08-03,3.63,0.25,0.9
"3015",2017-08-04,3.63,0.25,0.91
"3016",2017-08-07,3.64,0.3,0.9
"3017",2017-08-08,3.64,0.27,0.93
"3018",2017-08-09,3.81,0.27,0.91
"3019",2017-08-10,3.92,0.28,0.87
"3020",2017-08-11,4,0.3,0.89
"3021",2017-08-14,3.89,0.3,0.89
"3022",2017-08-15,3.87,0.29,0.92
"3023",2017-08-16,3.88,0.32,0.9
"3024",2017-08-17,3.93,0.34,0.87
"3025",2017-08-18,3.98,0.31,0.86
"3026",2017-08-21,4,0.32,0.86
"3027",2017-08-22,3.93,0.33,0.89
"3028",2017-08-23,3.95,0.34,0.85
"3029",2017-08-24,3.91,0.32,0.86
"3030",2017-08-25,3.89,0.31,0.82
"3031",2017-08-29,3.9,0.31,0.8
"3032",2017-08-30,3.86,0.31,0.82
"3033",2017-08-31,3.85,0.33,0.79
"3034",2017-09-01,3.82,0.32,0.81
"3035",2017-09-05,3.91,0.31,0.77
"3036",2017-09-06,3.84,0.27,0.8
"3037",2017-09-07,3.88,0.29,0.78
"3038",2017-09-08,3.92,0.29,0.79
"3039",2017-09-11,3.85,0.28,0.82
"3040",2017-09-12,3.81,0.3,0.84
"3041",2017-09-13,3.78,0.3,0.85
"3042",2017-09-14,3.74,0.29,0.83
"3043",2017-09-15,3.73,0.29,0.81
"3044",2017-09-18,3.68,0.28,0.83
"3045",2017-09-19,3.66,0.3,0.84
"3046",2017-09-20,3.6,0.3,0.83
"3047",2017-09-21,3.62,0.31,0.82
"3048",2017-09-22,3.64,0.32,0.8
"3049",2017-09-25,3.66,0.29,0.78
"3050",2017-09-26,3.62,0.28,0.79
"3051",2017-09-27,3.57,0.28,0.84
"3052",2017-09-28,3.57,0.29,0.86
"3053",2017-09-29,3.54,0.29,0.86
"3054",2017-10-02,3.55,0.34,0.85
"3055",2017-10-03,3.55,0.29,0.86
"3056",2017-10-04,3.54,0.29,0.86
"3057",2017-10-05,3.52,0.3,0.86
"3058",2017-10-06,3.52,0.3,0.83
"3059",2017-10-10,3.52,0.3,0.84
"3060",2017-10-11,3.52,0.28,0.84
"3061",2017-10-12,3.56,0.29,0.82
"3062",2017-10-13,3.6,0.28,0.77
"3063",2017-10-16,3.53,0.26,0.76
"3064",2017-10-17,3.5,0.29,0.76
"3065",2017-10-18,3.46,0.29,0.75
"3066",2017-10-19,3.48,0.28,0.75
"3067",2017-10-20,3.42,0.27,0.79
"3068",2017-10-23,3.4,0.29,0.8
"3069",2017-10-24,3.38,0.27,0.82
"3070",2017-10-25,3.42,0.27,0.83
"3071",2017-10-26,3.41,0.29,0.83
"3072",2017-10-27,3.44,0.3,0.83
"3073",2017-10-30,3.49,0.28,0.79
"3074",2017-10-31,3.51,0.25,0.78
"3075",2017-11-01,3.48,0.22,0.76
"3076",2017-11-02,3.52,0.24,0.74
"3077",2017-11-03,3.52,0.23,0.71
"3078",2017-11-06,3.55,0.23,0.71
"3079",2017-11-07,3.57,0.2,0.69
"3080",2017-11-08,3.67,0.2,0.67
"3081",2017-11-09,3.79,0.19,0.7
"3082",2017-11-10,3.76,0.2,0.73
"3083",2017-11-13,3.77,0.2,0.7
"3084",2017-11-14,3.84,0.18,0.7
"3085",2017-11-15,3.97,0.19,0.65
"3086",2017-11-16,3.79,0.19,0.65
"3087",2017-11-17,3.76,0.18,0.62
"3088",2017-11-20,3.7,0.17,0.6
"3089",2017-11-21,3.66,0.17,0.59
"3090",2017-11-22,3.7,0.19,0.58
"3091",2017-11-24,3.67,0.21,0.59
"3092",2017-11-27,3.66,0.23,0.58
"3093",2017-11-28,3.67,0.2,0.59
"3094",2017-11-29,3.64,0.21,0.59
"3095",2017-11-30,3.61,0.24,0.64
"3096",2017-12-01,3.63,0.24,0.59
"3097",2017-12-04,3.58,0.23,0.57
"3098",2017-12-05,3.57,0.24,0.53
"3099",2017-12-06,3.63,0.24,0.55
"3100",2017-12-07,3.63,0.27,0.57
"3101",2017-12-08,3.63,0.29,0.58
"3102",2017-12-11,3.61,0.25,0.57
"3103",2017-12-12,3.58,0.25,0.57
"3104",2017-12-13,3.64,0.31,0.57
"3105",2017-12-14,3.63,0.3,0.53
"3106",2017-12-15,3.64,0.32,0.51
"3107",2017-12-18,3.64,0.27,0.55
"3108",2017-12-19,3.6,0.29,0.59
"3109",2017-12-20,3.58,0.3,0.62
"3110",2017-12-21,3.57,0.34,0.59
"3111",2017-12-22,3.56,0.38,0.57
"3112",2017-12-27,3.59,0.27,0.53
"3113",2017-12-28,3.55,0.32,0.52
"3114",2017-12-29,3.58,0.32,0.51
"3115",2018-01-02,3.55,0.28,0.54
"3116",2018-01-03,3.48,0.31,0.5
"3117",2018-01-04,3.4,0.31,0.5
"3118",2018-01-05,3.36,0.33,0.51
"3119",2018-01-08,3.35,0.28,0.53
"3120",2018-01-09,3.33,0.28,0.57
"3121",2018-01-10,3.42,0.31,0.57
"3122",2018-01-11,3.4,0.31,0.56
"3123",2018-01-12,3.37,0.31,0.56
"3124",2018-01-16,3.34,0.3,0.51
"3125",2018-01-17,3.34,0.32,0.52
"3126",2018-01-18,3.35,0.31,0.57
"3127",2018-01-19,3.35,0.32,0.58
"3128",2018-01-22,3.32,0.31,0.58
"3129",2018-01-23,3.31,0.33,0.57
"3130",2018-01-24,3.28,0.34,0.57
"3131",2018-01-25,3.28,0.36,0.55
"3132",2018-01-26,3.23,0.38,0.53
"3133",2018-01-29,3.26,0.34,0.59
"3134",2018-01-30,3.33,0.35,0.6
"3135",2018-01-31,3.29,0.34,0.58
"3136",2018-02-01,3.29,0.33,0.62
"3137",2018-02-02,3.36,0.33,0.69
"3138",2018-02-05,3.48,0.3,0.69
"3139",2018-02-06,3.6,0.29,0.69
"3140",2018-02-07,3.46,0.27,0.69
"3141",2018-02-08,3.59,0.28,0.72
"3142",2018-02-09,3.82,0.29,0.78
"3143",2018-02-12,3.71,0.22,0.77
"3144",2018-02-13,3.78,0.27,0.73
"3145",2018-02-14,3.69,0.29,0.74
"3146",2018-02-15,3.57,0.31,0.71
"3147",2018-02-16,3.5,0.29,0.66
"3148",2018-02-20,3.48,0.26,0.63
"3149",2018-02-21,3.46,0.3,0.68
"3150",2018-02-22,3.53,0.33,0.67
"3151",2018-02-23,3.58,0.35,0.63
"3152",2018-02-26,3.5,0.33,0.64
"3153",2018-02-27,3.47,0.37,0.63
"3154",2018-02-28,3.47,0.39,0.62
"3155",2018-03-01,3.59,0.42,0.59
"3156",2018-03-02,3.65,0.41,0.61
"3157",2018-03-05,3.59,0.36,0.64
"3158",2018-03-06,3.53,0.4,0.63
"3159",2018-03-07,3.56,0.41,0.64
"3160",2018-03-08,3.56,0.43,0.61
"3161",2018-03-09,3.53,0.45,0.63
"3162",2018-03-12,3.55,0.43,0.6
"3163",2018-03-13,3.58,0.42,0.58
"3164",2018-03-14,3.62,0.42,0.55
"3165",2018-03-15,3.62,0.44,0.53
"3166",2018-03-16,3.6,0.45,0.54
"3167",2018-03-19,3.65,0.45,0.54
"3168",2018-03-20,3.62,0.47,0.55
"3169",2018-03-21,3.6,0.56,0.58
"3170",2018-03-22,3.7,0.6,0.54
"3171",2018-03-23,3.74,0.58,0.54
"3172",2018-03-26,3.73,0.53,0.52
"3173",2018-03-27,3.75,0.56,0.52
"3174",2018-03-28,3.77,0.61,0.49
"3175",2018-03-29,3.79,0.61,0.47
"3176",2018-04-03,3.71,0.6,0.51
"3177",2018-04-04,3.71,0.64,0.51
"3178",2018-04-05,3.59,0.64,0.53
"3179",2018-04-06,3.64,0.64,0.5
"3180",2018-04-09,3.61,0.61,0.49
"3181",2018-04-10,3.52,0.63,0.48
"3182",2018-04-11,3.5,0.64,0.47
"3183",2018-04-12,3.42,0.63,0.49
"3184",2018-04-13,3.38,0.62,0.45
"3185",2018-04-16,3.33,0.6,0.44
"3186",2018-04-17,3.29,0.59,0.41
"3187",2018-04-18,3.24,0.58,0.45
"3188",2018-04-19,3.33,0.57,0.48
"3189",2018-04-20,3.33,0.58,0.5
"3190",2018-04-23,3.36,0.52,0.49
"3191",2018-04-24,3.41,0.52,0.52
"3192",2018-04-25,3.47,0.55,0.54
"3193",2018-04-26,3.43,0.57,0.51
"3194",2018-04-27,3.44,0.58,0.47
"3195",2018-04-30,3.46,0.52,0.46
"3196",2018-05-01,3.47,0.53,0.47
"3197",2018-05-02,3.45,0.55,0.48
"3198",2018-05-03,3.5,0.56,0.45
"3199",2018-05-04,3.49,0.57,0.44
"3200",2018-05-08,3.46,0.51,0.46
"3201",2018-05-09,3.43,0.51,0.46
"3202",2018-05-10,3.41,0.49,0.43
"3203",2018-05-11,3.4,0.46,0.43
"3204",2018-05-14,3.37,0.43,0.45
"3205",2018-05-15,3.36,0.43,0.5
"3206",2018-05-16,3.37,0.45,0.51
"3207",2018-05-17,3.36,0.45,0.54
"3208",2018-05-18,3.41,0.46,0.51
"3209",2018-05-21,3.4,0.43,0.48
"3210",2018-05-22,3.39,0.43,0.47
"3211",2018-05-23,3.48,0.45,0.48
"3212",2018-05-24,3.49,0.45,0.48
"3213",2018-05-25,3.53,0.46,0.45
"3214",2018-05-29,3.75,0.41,0.45
"3215",2018-05-30,3.64,0.4,0.42
"3216",2018-05-31,3.63,0.43,0.43
"3217",2018-06-01,3.55,0.44,0.42
"3218",2018-06-04,3.49,0.4,0.42
"3219",2018-06-05,3.5,0.41,0.43
"3220",2018-06-06,3.44,0.41,0.45
"3221",2018-06-07,3.44,0.43,0.43
"3222",2018-06-08,3.45,0.44,0.43
"3223",2018-06-11,3.39,0.42,0.44
"3224",2018-06-12,3.38,0.45,0.42
"3225",2018-06-13,3.33,0.44,0.39
"3226",2018-06-14,3.31,0.43,0.35
"3227",2018-06-15,3.33,0.43,0.38
