"","date","OAS","TED","TreasurySpread"
"2011",2013-07-03,5.15,0.22,2.16
"2012",2013-07-05,5.04,0.23,2.33
"2013",2013-07-08,5.11,0.22,2.28
"2014",2013-07-09,5.04,0.23,2.28
"2015",2013-07-10,4.98,0.23,2.32
"2016",2013-07-11,4.9,0.23,2.26
"2017",2013-07-12,4.8,0.23,2.24
"2018",2013-07-15,4.77,0.23,2.23
"2019",2013-07-16,4.72,0.24,2.21
"2020",2013-07-17,4.68,0.24,2.2
"2021",2013-07-18,4.57,0.24,2.24
"2022",2013-07-19,4.56,0.23,2.18
"2023",2013-07-22,4.53,0.22,2.18
"2024",2013-07-23,4.5,0.25,2.2
"2025",2013-07-24,4.55,0.23,2.27
"2026",2013-07-25,4.65,0.24,2.29
"2027",2013-07-26,4.71,0.24,2.27
"2028",2013-07-29,4.69,0.24,2.28
"2029",2013-07-30,4.66,0.22,2.3
"2030",2013-07-31,4.71,0.23,2.29
"2031",2013-08-01,4.63,0.23,2.39
"2032",2013-08-02,4.74,0.23,2.33
"2033",2013-08-05,4.74,0.22,2.35
"2034",2013-08-06,4.76,0.23,2.35
"2035",2013-08-07,4.81,0.22,2.29
"2036",2013-08-08,4.8,0.21,2.28
"2037",2013-08-09,4.8,0.21,2.25
"2038",2013-08-12,4.78,0.2,2.29
"2039",2013-08-13,4.72,0.2,2.37
"2040",2013-08-14,4.69,0.21,2.37
"2041",2013-08-15,4.74,0.21,2.41
"2042",2013-08-16,4.7,0.21,2.48
"2043",2013-08-19,4.71,0.2,2.52
"2044",2013-08-20,4.8,0.22,2.46
"2045",2013-08-21,4.77,0.22,2.49
"2046",2013-08-22,4.73,0.23,2.48
"2047",2013-08-23,4.75,0.23,2.42
"2048",2013-08-27,4.82,0.21,2.34
"2049",2013-08-28,4.77,0.23,2.38
"2050",2013-08-29,4.76,0.24,2.36
"2051",2013-09-03,4.69,0.24,2.43
"2052",2013-09-04,4.64,0.24,2.44
"2053",2013-09-05,4.59,0.24,2.46
"2054",2013-09-06,4.63,0.24,2.48
"2055",2013-09-09,4.66,0.24,2.45
"2056",2013-09-10,4.6,0.24,2.46
"2057",2013-09-11,4.63,0.23,2.46
"2058",2013-09-12,4.61,0.24,2.47
"2059",2013-09-13,4.6,0.24,2.45
"2060",2013-09-16,4.54,0.23,2.47
"2061",2013-09-17,4.59,0.24,2.47
"2062",2013-09-18,4.67,0.24,2.35
"2063",2013-09-19,4.51,0.24,2.42
"2064",2013-09-20,4.54,0.24,2.41
"2065",2013-09-23,4.6,0.23,2.37
"2066",2013-09-24,4.65,0.23,2.32
"2067",2013-09-25,4.7,0.23,2.27
"2068",2013-09-26,4.69,0.25,2.32
"2069",2013-09-27,4.75,0.23,2.3
"2070",2013-09-30,4.83,0.23,2.31
"2071",2013-10-01,4.78,0.23,2.33
"2072",2013-10-02,4.78,0.22,2.32
"2073",2013-10-03,4.75,0.21,2.29
"2074",2013-10-04,4.7,0.21,2.33
"2075",2013-10-07,4.69,0.21,2.28
"2076",2013-10-08,4.68,0.19,2.26
"2077",2013-10-09,4.67,0.2,2.31
"2078",2013-10-10,4.61,0.19,2.36
"2079",2013-10-11,4.62,0.16,2.35
"2080",2013-10-15,4.54,0.1,2.38
"2081",2013-10-16,4.55,0.15,2.35
"2082",2013-10-17,4.53,0.19,2.28
"2083",2013-10-18,4.46,0.2,2.27
"2084",2013-10-21,4.41,0.2,2.3
"2085",2013-10-22,4.44,0.2,2.23
"2086",2013-10-23,4.44,0.2,2.2
"2087",2013-10-24,4.4,0.21,2.2
"2088",2013-10-25,4.42,0.2,2.21
"2089",2013-10-28,4.44,0.2,2.22
"2090",2013-10-29,4.45,0.2,2.22
"2091",2013-10-30,4.43,0.2,2.22
"2092",2013-10-31,4.36,0.2,2.26
"2093",2013-11-01,4.31,0.2,2.32
"2094",2013-11-04,4.33,0.19,2.31
"2095",2013-11-05,4.33,0.19,2.37
"2096",2013-11-06,4.35,0.19,2.37
"2097",2013-11-07,4.34,0.19,2.34
"2098",2013-11-08,4.38,0.18,2.45
"2099",2013-11-12,4.35,0.16,2.46
"2100",2013-11-13,4.42,0.16,2.43
"2101",2013-11-14,4.41,0.16,2.4
"2102",2013-11-15,4.38,0.16,2.4
"2103",2013-11-18,4.35,0.15,2.36
"2104",2013-11-19,4.31,0.16,2.42
"2105",2013-11-20,4.29,0.16,2.52
"2106",2013-11-21,4.32,0.17,2.5
"2107",2013-11-22,4.3,0.17,2.44
"2108",2013-11-25,4.27,0.16,2.44
"2109",2013-11-26,4.27,0.17,2.42
"2110",2013-11-27,4.24,0.17,2.46
"2111",2013-11-29,4.23,0.18,2.47
"2112",2013-12-02,4.19,0.19,2.51
"2113",2013-12-03,4.22,0.18,2.51
"2114",2013-12-04,4.19,0.18,2.54
"2115",2013-12-05,4.16,0.18,2.58
"2116",2013-12-06,4.13,0.18,2.58
"2117",2013-12-09,4.11,0.17,2.56
"2118",2013-12-10,4.15,0.17,2.51
"2119",2013-12-11,4.11,0.17,2.55
"2120",2013-12-12,4.11,0.17,2.55
"2121",2013-12-13,4.12,0.17,2.54
"2122",2013-12-16,4.09,0.17,2.55
"2123",2013-12-17,4.15,0.17,2.51
"2124",2013-12-18,4.14,0.18,2.57
"2125",2013-12-19,4.07,0.19,2.59
"2126",2013-12-20,4.04,0.18,2.52
"2127",2013-12-23,4,0.18,2.56
"2128",2013-12-24,3.96,0.18,2.61
"2129",2013-12-27,3.96,0.18,2.62
"2130",2013-12-30,3.97,0.18,2.6
"2131",2013-12-31,4,0.18,2.66
"2132",2014-01-02,4,0.17,2.61
"2133",2014-01-03,3.98,0.17,2.6
"2134",2014-01-06,3.96,0.19,2.58
"2135",2014-01-07,3.92,0.2,2.56
"2136",2014-01-08,3.87,0.19,2.58
"2137",2014-01-09,3.88,0.2,2.53
"2138",2014-01-10,3.95,0.19,2.49
"2139",2014-01-13,3.97,0.21,2.45
"2140",2014-01-14,3.92,0.2,2.49
"2141",2014-01-15,3.87,0.2,2.49
"2142",2014-01-16,3.88,0.2,2.45
"2143",2014-01-17,3.88,0.19,2.44
"2144",2014-01-21,3.86,0.2,2.45
"2145",2014-01-22,3.82,0.2,2.43
"2146",2014-01-23,3.92,0.2,2.4
"2147",2014-01-24,4.08,0.2,2.38
"2148",2014-01-27,4.09,0.19,2.41
"2149",2014-01-28,4.08,0.19,2.39
"2150",2014-01-29,4.15,0.2,2.33
"2151",2014-01-30,4.12,0.22,2.36
"2152",2014-01-31,4.21,0.22,2.33
"2153",2014-02-03,4.28,0.19,2.31
"2154",2014-02-04,4.31,0.18,2.33
"2155",2014-02-05,4.28,0.17,2.38
"2156",2014-02-06,4.21,0.17,2.4
"2157",2014-02-07,4.2,0.15,2.41
"2158",2014-02-10,4.16,0.16,2.38
"2159",2014-02-11,4.08,0.19,2.4
"2160",2014-02-12,4.01,0.19,2.45
"2161",2014-02-13,4.07,0.21,2.41
"2162",2014-02-14,4.03,0.22,2.43
"2163",2014-02-18,4.01,0.18,2.4
"2164",2014-02-19,3.95,0.17,2.4
"2165",2014-02-20,3.92,0.19,2.42
"2166",2014-02-21,3.9,0.18,2.4
"2167",2014-02-24,3.85,0.18,2.4
"2168",2014-02-25,3.84,0.18,2.36
"2169",2014-02-26,3.84,0.18,2.34
"2170",2014-02-27,3.83,0.2,2.32
"2171",2014-02-28,3.81,0.19,2.33
"2172",2014-03-03,3.87,0.19,2.28
"2173",2014-03-04,3.79,0.19,2.37
"2174",2014-03-05,3.78,0.17,2.37
"2175",2014-03-06,3.78,0.19,2.37
"2176",2014-03-07,3.79,0.18,2.42
"2177",2014-03-10,3.82,0.18,2.42
"2178",2014-03-11,3.82,0.18,2.4
"2179",2014-03-12,3.87,0.18,2.36
"2180",2014-03-13,3.92,0.18,2.32
"2181",2014-03-14,3.96,0.18,2.29
"2182",2014-03-17,3.9,0.17,2.32
"2183",2014-03-18,3.87,0.18,2.32
"2184",2014-03-19,3.74,0.17,2.31
"2185",2014-03-20,3.79,0.17,2.34
"2186",2014-03-21,3.76,0.17,2.3
"2187",2014-03-24,3.75,0.18,2.27
"2188",2014-03-25,3.73,0.18,2.28
"2189",2014-03-26,3.75,0.18,2.26
"2190",2014-03-27,3.77,0.19,2.24
"2191",2014-03-28,3.73,0.19,2.28
"2192",2014-03-31,3.77,0.18,2.29
"2193",2014-04-01,3.73,0.19,2.33
"2194",2014-04-02,3.66,0.21,2.35
"2195",2014-04-03,3.64,0.21,2.34
"2196",2014-04-04,3.68,0.2,2.31
"2197",2014-04-07,3.72,0.2,2.3
"2198",2014-04-08,3.73,0.2,2.29
"2199",2014-04-09,3.74,0.19,2.34
"2200",2014-04-10,3.77,0.19,2.28
"2201",2014-04-11,3.82,0.19,2.26
"2202",2014-04-14,3.76,0.19,2.28
"2203",2014-04-15,3.75,0.19,2.25
"2204",2014-04-16,3.73,0.19,2.26
"2205",2014-04-17,3.68,0.2,2.3
"2206",2014-04-22,3.65,0.2,2.28
"2207",2014-04-23,3.68,0.21,2.27
"2208",2014-04-24,3.66,0.22,2.27
"2209",2014-04-25,3.69,0.2,2.25
"2210",2014-04-28,3.68,0.19,2.26
"2211",2014-04-29,3.66,0.21,2.27
"2212",2014-04-30,3.71,0.19,2.25
"2213",2014-05-01,3.75,0.19,2.22
"2214",2014-05-02,3.73,0.2,2.18
"2215",2014-05-06,3.72,0.19,2.18
"2216",2014-05-07,3.74,0.19,2.21
"2217",2014-05-08,3.75,0.19,2.21
"2218",2014-05-09,3.74,0.19,2.22
"2219",2014-05-12,3.7,0.2,2.25
"2220",2014-05-13,3.7,0.19,2.22
"2221",2014-05-14,3.73,0.2,2.15
"2222",2014-05-15,3.78,0.2,2.12
"2223",2014-05-16,3.77,0.2,2.14
"2224",2014-05-19,3.76,0.2,2.18
"2225",2014-05-20,3.77,0.2,2.17
"2226",2014-05-21,3.77,0.19,2.17
"2227",2014-05-22,3.78,0.2,2.19
"2228",2014-05-23,3.78,0.19,2.17
"2229",2014-05-27,3.76,0.19,2.13
"2230",2014-05-28,3.8,0.19,2.07
"2231",2014-05-29,3.78,0.19,2.08
"2232",2014-05-30,3.75,0.19,2.11
"2233",2014-06-02,3.61,0.19,2.15
"2234",2014-06-03,3.59,0.19,2.19
"2235",2014-06-04,3.59,0.19,2.2
"2236",2014-06-05,3.59,0.19,2.19
"2237",2014-06-06,3.53,0.19,2.19
"2238",2014-06-09,3.5,0.19,2.19
"2239",2014-06-10,3.46,0.19,2.19
"2240",2014-06-11,3.46,0.19,2.21
"2241",2014-06-12,3.5,0.19,2.16
"2242",2014-06-13,3.47,0.19,2.15
"2243",2014-06-16,3.43,0.19,2.12
"2244",2014-06-17,3.39,0.19,2.15
"2245",2014-06-18,3.41,0.2,2.13
"2246",2014-06-19,3.39,0.21,2.16
"2247",2014-06-20,3.36,0.21,2.13
"2248",2014-06-23,3.35,0.2,2.15
"2249",2014-06-24,3.37,0.2,2.1
"2250",2014-06-25,3.43,0.2,2.09
"2251",2014-06-26,3.47,0.19,2.07
"2252",2014-06-27,3.48,0.2,2.09
"2253",2014-06-30,3.53,0.19,2.06
"2254",2014-07-01,3.5,0.21,2.11
"2255",2014-07-02,3.46,0.21,2.15
"2256",2014-07-03,3.44,0.22,2.13
"2257",2014-07-07,3.44,0.19,2.11
"2258",2014-07-08,3.48,0.2,2.07
"2259",2014-07-09,3.51,0.2,2.06
"2260",2014-07-10,3.62,0.21,2.09
"2261",2014-07-11,3.61,0.21,2.05
"2262",2014-07-14,3.57,0.2,2.07
"2263",2014-07-15,3.6,0.21,2.07
"2264",2014-07-16,3.63,0.21,2.05
"2265",2014-07-17,3.74,0.21,2
"2266",2014-07-18,3.78,0.21,1.99
"2267",2014-07-21,3.8,0.2,1.98
"2268",2014-07-22,3.79,0.2,1.99
"2269",2014-07-23,3.77,0.2,1.98
"2270",2014-07-24,3.72,0.21,1.99
"2271",2014-07-25,3.75,0.2,1.95
"2272",2014-07-28,3.74,0.2,1.96
"2273",2014-07-29,3.8,0.22,1.93
"2274",2014-07-30,3.79,0.2,2.01
"2275",2014-07-31,4.04,0.21,2.05
"2276",2014-08-01,4.25,0.21,2.05
"2277",2014-08-04,4.24,0.2,2.04
"2278",2014-08-05,4.17,0.21,2.02
"2279",2014-08-06,4.21,0.2,2.01
"2280",2014-08-07,4.2,0.2,1.99
"2281",2014-08-08,4.2,0.21,1.99
"2282",2014-08-11,4.12,0.19,1.97
"2283",2014-08-12,4.07,0.2,2.01
"2284",2014-08-13,4.03,0.19,2
"2285",2014-08-14,3.97,0.19,1.98
"2286",2014-08-15,3.97,0.2,1.92
"2287",2014-08-18,3.89,0.2,1.95
"2288",2014-08-19,3.85,0.2,1.94
"2289",2014-08-20,3.79,0.19,1.94
"2290",2014-08-21,3.81,0.21,1.92
"2291",2014-08-22,3.79,0.21,1.87
"2292",2014-08-26,3.78,0.21,1.87
"2293",2014-08-27,3.81,0.19,1.86
"2294",2014-08-28,3.82,0.2,1.84
"2295",2014-08-29,3.8,0.2,1.87
"2296",2014-09-02,3.8,0.2,1.89
"2297",2014-09-03,3.83,0.2,1.89
"2298",2014-09-04,3.85,0.2,1.91
"2299",2014-09-05,3.93,0.2,1.94
"2300",2014-09-08,3.92,0.21,1.94
"2301",2014-09-09,3.93,0.21,1.94
"2302",2014-09-10,4.01,0.21,1.96
"2303",2014-09-11,4.05,0.21,1.96
"2304",2014-09-12,4.03,0.21,2.04
"2305",2014-09-15,4.06,0.21,2.02
"2306",2014-09-16,4.1,0.21,2.05
"2307",2014-09-17,4.05,0.21,2.03
"2308",2014-09-18,3.98,0.21,2.04
"2309",2014-09-19,3.97,0.21,2
"2310",2014-09-22,4.02,0.23,1.99
"2311",2014-09-23,4.13,0.22,1.97
"2312",2014-09-24,4.18,0.22,1.98
"2313",2014-09-25,4.33,0.22,1.96
"2314",2014-09-26,4.4,0.22,1.95
"2315",2014-09-29,4.51,0.22,1.92
"2316",2014-09-30,4.4,0.22,1.94
"2317",2014-10-01,4.45,0.21,1.89
"2318",2014-10-02,4.42,0.22,1.91
"2319",2014-10-03,4.29,0.22,1.88
"2320",2014-10-06,4.26,0.21,1.89
"2321",2014-10-07,4.37,0.21,1.84
"2322",2014-10-08,4.48,0.22,1.89
"2323",2014-10-09,4.52,0.22,1.88
"2324",2014-10-10,4.66,0.22,1.86
"2325",2014-10-14,4.83,0.21,1.82
"2326",2014-10-15,5.08,0.21,1.81
"2327",2014-10-16,4.98,0.2,1.82
"2328",2014-10-17,4.68,0.21,1.83
"2329",2014-10-20,4.68,0.21,1.83
"2330",2014-10-21,4.5,0.21,1.85
"2331",2014-10-22,4.44,0.21,1.84
"2332",2014-10-23,4.38,0.22,1.88
"2333",2014-10-24,4.38,0.22,1.88
"2334",2014-10-27,4.41,0.21,1.86
"2335",2014-10-28,4.39,0.21,1.88
"2336",2014-10-29,4.32,0.2,1.86
"2337",2014-10-30,4.35,0.22,1.84
"2338",2014-10-31,4.3,0.22,1.85
"2339",2014-11-03,4.29,0.21,1.84
"2340",2014-11-04,4.35,0.2,1.83
"2341",2014-11-05,4.32,0.2,1.84
"2342",2014-11-06,4.3,0.2,1.85
"2343",2014-11-07,4.36,0.2,1.81
"2344",2014-11-10,4.32,0.21,1.83
"2345",2014-11-12,4.33,0.21,1.82
"2346",2014-11-13,4.37,0.21,1.82
"2347",2014-11-14,4.43,0.21,1.78
"2348",2014-11-17,4.46,0.2,1.8
"2349",2014-11-18,4.53,0.21,1.79
"2350",2014-11-19,4.57,0.22,1.82
"2351",2014-11-20,4.61,0.21,1.81
"2352",2014-11-21,4.54,0.22,1.78
"2353",2014-11-24,4.54,0.21,1.77
"2354",2014-11-25,4.54,0.22,1.76
"2355",2014-11-26,4.56,0.22,1.71
"2356",2014-11-28,4.64,0.21,1.71
"2357",2014-12-01,4.82,0.2,1.73
"2358",2014-12-02,4.82,0.2,1.73
"2359",2014-12-03,4.81,0.22,1.72
"2360",2014-12-04,4.83,0.22,1.7
"2361",2014-12-05,4.77,0.22,1.66
"2362",2014-12-08,4.87,0.21,1.62
"2363",2014-12-09,5.06,0.2,1.58
"2364",2014-12-10,5.21,0.21,1.59
"2365",2014-12-11,5.25,0.21,1.57
"2366",2014-12-12,5.47,0.22,1.54
"2367",2014-12-15,5.52,0.2,1.52
"2368",2014-12-16,5.71,0.21,1.49
"2369",2014-12-17,5.48,0.22,1.52
"2370",2014-12-18,5.15,0.21,1.55
"2371",2014-12-19,5.09,0.21,1.5
"2372",2014-12-22,5.03,0.21,1.46
"2373",2014-12-23,4.94,0.22,1.53
"2374",2014-12-24,4.93,0.25,1.54
"2375",2014-12-29,4.96,0.23,1.5
"2376",2014-12-30,4.98,0.23,1.51
"2377",2014-12-31,5.04,0.22,1.5
"2378",2015-01-02,5.08,0.24,1.46
"2379",2015-01-05,5.21,0.22,1.36
"2380",2015-01-06,5.37,0.22,1.32
"2381",2015-01-07,5.31,0.22,1.34
"2382",2015-01-08,5.17,0.22,1.41
"2383",2015-01-09,5.2,0.23,1.39
"2384",2015-01-12,5.27,0.22,1.36
"2385",2015-01-13,5.28,0.22,1.37
"2386",2015-01-14,5.39,0.21,1.35
"2387",2015-01-15,5.42,0.22,1.33
"2388",2015-01-20,5.39,0.23,1.29
"2389",2015-01-21,5.36,0.23,1.34
"2390",2015-01-22,5.27,0.23,1.37
"2391",2015-01-23,5.3,0.24,1.29
"2392",2015-01-26,5.26,0.23,1.29
"2393",2015-01-27,5.29,0.23,1.29
"2394",2015-01-28,5.31,0.23,1.23
"2395",2015-01-29,5.28,0.22,1.26
"2396",2015-01-30,5.37,0.23,1.21
"2397",2015-02-02,5.26,0.23,1.19
"2398",2015-02-03,5.11,0.24,1.27
"2399",2015-02-04,5.05,0.25,1.29
"2400",2015-02-05,4.99,0.24,1.31
"2401",2015-02-06,4.78,0.24,1.3
"2402",2015-02-09,4.8,0.25,1.31
"2403",2015-02-10,4.75,0.25,1.34
"2404",2015-02-11,4.76,0.25,1.33
"2405",2015-02-12,4.74,0.24,1.38
"2406",2015-02-13,4.71,0.25,1.36
"2407",2015-02-17,4.57,0.24,1.44
"2408",2015-02-18,4.62,0.24,1.45
"2409",2015-02-19,4.58,0.24,1.44
"2410",2015-02-20,4.53,0.24,1.46
"2411",2015-02-23,4.56,0.24,1.42
"2412",2015-02-24,4.58,0.24,1.39
"2413",2015-02-25,4.54,0.24,1.35
"2414",2015-02-26,4.43,0.23,1.37
"2415",2015-02-27,4.43,0.24,1.37
"2416",2015-03-02,4.38,0.24,1.42
"2417",2015-03-03,4.38,0.25,1.44
"2418",2015-03-04,4.44,0.25,1.46
"2419",2015-03-05,4.46,0.24,1.46
"2420",2015-03-06,4.42,0.25,1.51
"2421",2015-03-09,4.51,0.25,1.5
"2422",2015-03-10,4.66,0.25,1.44
"2423",2015-03-11,4.61,0.24,1.41
"2424",2015-03-12,4.62,0.24,1.43
"2425",2015-03-13,4.68,0.24,1.45
"2426",2015-03-16,4.72,0.22,1.44
"2427",2015-03-17,4.79,0.22,1.36
"2428",2015-03-18,4.91,0.24,1.36
"2429",2015-03-19,4.79,0.23,1.35
"2430",2015-03-20,4.81,0.26,1.33
"2431",2015-03-23,4.82,0.24,1.32
"2432",2015-03-24,4.81,0.25,1.3
"2433",2015-03-25,4.76,0.23,1.34
"2434",2015-03-26,4.74,0.24,1.4
"2435",2015-03-27,4.76,0.24,1.37
"2436",2015-03-30,4.73,0.23,1.38
"2437",2015-03-31,4.82,0.24,1.38
"2438",2015-04-01,4.86,0.24,1.32
"2439",2015-04-02,4.82,0.25,1.37
"2440",2015-04-07,4.72,0.25,1.37
"2441",2015-04-08,4.67,0.24,1.38
"2442",2015-04-09,4.62,0.25,1.41
"2443",2015-04-10,4.6,0.26,1.39
"2444",2015-04-13,4.6,0.25,1.4
"2445",2015-04-14,4.62,0.26,1.37
"2446",2015-04-15,4.58,0.25,1.4
"2447",2015-04-16,4.61,0.26,1.4
"2448",2015-04-17,4.66,0.27,1.36
"2449",2015-04-20,4.6,0.25,1.35
"2450",2015-04-21,4.57,0.25,1.37
"2451",2015-04-22,4.53,0.25,1.42
"2452",2015-04-23,4.55,0.25,1.41
"2453",2015-04-24,4.56,0.25,1.39
"2454",2015-04-27,4.55,0.26,1.4
"2455",2015-04-28,4.52,0.26,1.44
"2456",2015-04-29,4.53,0.27,1.5
"2457",2015-04-30,4.59,0.27,1.47
"2458",2015-05-01,4.53,0.27,1.52
"2459",2015-05-05,4.48,0.27,1.57
"2460",2015-05-06,4.5,0.26,1.6
"2461",2015-05-07,4.55,0.27,1.55
"2462",2015-05-08,4.53,0.27,1.57
"2463",2015-05-11,4.45,0.26,1.66
"2464",2015-05-12,4.56,0.25,1.67
"2465",2015-05-13,4.51,0.25,1.68
"2466",2015-05-14,4.52,0.27,1.67
"2467",2015-05-15,4.55,0.26,1.59
"2468",2015-05-18,4.49,0.26,1.65
"2469",2015-05-19,4.46,0.26,1.64
"2470",2015-05-20,4.49,0.26,1.66
"2471",2015-05-21,4.51,0.26,1.59
"2472",2015-05-22,4.47,0.26,1.57
"2473",2015-05-26,4.51,0.27,1.5
"2474",2015-05-27,4.48,0.27,1.5
"2475",2015-05-28,4.5,0.27,1.51
"2476",2015-05-29,4.52,0.27,1.51
"2477",2015-06-01,4.52,0.26,1.55
"2478",2015-06-02,4.49,0.27,1.63
"2479",2015-06-03,4.46,0.26,1.69
"2480",2015-06-04,4.56,0.26,1.65
"2481",2015-06-05,4.56,0.25,1.68
"2482",2015-06-08,4.61,0.26,1.69
"2483",2015-06-09,4.66,0.27,1.7
"2484",2015-06-10,4.6,0.27,1.75
"2485",2015-06-11,4.62,0.28,1.66
"2486",2015-06-12,4.63,0.27,1.65
"2487",2015-06-15,4.71,0.26,1.64
"2488",2015-06-16,4.77,0.28,1.61
"2489",2015-06-17,4.76,0.28,1.65
"2490",2015-06-18,4.71,0.27,1.69
"2491",2015-06-19,4.73,0.27,1.61
"2492",2015-06-22,4.62,0.27,1.69
"2493",2015-06-23,4.62,0.27,1.72
"2494",2015-06-24,4.66,0.27,1.7
"2495",2015-06-25,4.67,0.27,1.72
"2496",2015-06-26,4.65,0.27,1.77
"2497",2015-06-29,4.91,0.26,1.69
"2498",2015-06-30,5,0.27,1.71
"2499",2015-07-01,4.88,0.27,1.74
"2500",2015-07-02,4.91,0.27,1.76
"2501",2015-07-06,5.07,0.26,1.7
"2502",2015-07-07,5.13,0.26,1.69
"2503",2015-07-08,5.21,0.26,1.67
"2504",2015-07-09,5.11,0.26,1.72
"2505",2015-07-10,4.97,0.28,1.77
"2506",2015-07-13,4.93,0.27,1.75
"2507",2015-07-14,4.94,0.28,1.75
"2508",2015-07-15,4.93,0.27,1.72
"2509",2015-07-16,4.91,0.27,1.69
"2510",2015-07-17,4.95,0.26,1.66
"2511",2015-07-20,4.96,0.26,1.67
"2512",2015-07-21,5.06,0.26,1.64
"2513",2015-07-22,5.16,0.25,1.58
"2514",2015-07-23,5.21,0.27,1.57
"2515",2015-07-24,5.32,0.25,1.57
"2516",2015-07-27,5.49,0.24,1.55
"2517",2015-07-28,5.44,0.25,1.57
"2518",2015-07-29,5.33,0.24,1.59
"2519",2015-07-30,5.26,0.23,1.56
"2520",2015-07-31,5.36,0.23,1.53
"2521",2015-08-03,5.45,0.22,1.48
"2522",2015-08-04,5.41,0.22,1.49
"2523",2015-08-05,5.29,0.23,1.55
"2524",2015-08-06,5.4,0.27,1.52
"2525",2015-08-07,5.52,0.25,1.45
"2526",2015-08-10,5.51,0.19,1.51
"2527",2015-08-11,5.67,0.21,1.47
"2528",2015-08-12,5.79,0.21,1.47
"2529",2015-08-13,5.66,0.22,1.47
"2530",2015-08-14,5.52,0.23,1.47
"2531",2015-08-17,5.58,0.23,1.44
"2532",2015-08-18,5.56,0.26,1.46
"2533",2015-08-19,5.68,0.28,1.45
"2534",2015-08-20,5.75,0.31,1.4
"2535",2015-08-21,5.86,0.3,1.41
"2536",2015-08-24,6.14,0.27,1.42
"2537",2015-08-25,5.9,0.26,1.45
"2538",2015-08-26,5.91,0.27,1.51
"2539",2015-08-27,5.8,0.26,1.5
"2540",2015-08-28,5.72,0.27,1.47
"2541",2015-09-01,5.78,0.3,1.47
"2542",2015-09-02,5.73,0.3,1.48
"2543",2015-09-03,5.7,0.31,1.47
"2544",2015-09-04,5.74,0.31,1.42
"2545",2015-09-08,5.64,0.27,1.46
"2546",2015-09-09,5.59,0.3,1.46
"2547",2015-09-10,5.58,0.32,1.48
"2548",2015-09-11,5.62,0.3,1.49
"2549",2015-09-14,5.62,0.27,1.45
"2550",2015-09-15,5.54,0.26,1.46
"2551",2015-09-16,5.59,0.28,1.48
"2552",2015-09-17,5.71,0.34,1.51
"2553",2015-09-18,5.8,0.33,1.44
"2554",2015-09-21,5.77,0.32,1.48
"2555",2015-09-22,5.98,0.34,1.45
"2556",2015-09-23,5.98,0.32,1.46
"2557",2015-09-24,6.14,0.32,1.46
"2558",2015-09-25,6.15,0.34,1.47
"2559",2015-09-28,6.48,0.32,1.43
"2560",2015-09-29,6.6,0.32,1.41
"2561",2015-09-30,6.62,0.34,1.42
"2562",2015-10-01,6.67,0.34,1.41
"2563",2015-10-02,6.83,0.33,1.41
"2564",2015-10-05,6.62,0.31,1.46
"2565",2015-10-06,6.52,0.32,1.44
"2566",2015-10-07,6.32,0.32,1.43
"2567",2015-10-08,6.26,0.33,1.47
"2568",2015-10-09,6.13,0.31,1.47
"2569",2015-10-13,6.24,0.31,1.42
"2570",2015-10-14,6.31,0.32,1.42
"2571",2015-10-15,6.26,0.31,1.43
"2572",2015-10-16,6.18,0.31,1.43
"2573",2015-10-19,6.16,0.3,1.43
"2574",2015-10-20,6.06,0.3,1.42
"2575",2015-10-21,6.07,0.31,1.4
"2576",2015-10-22,6.1,0.32,1.43
"2577",2015-10-23,5.97,0.31,1.43
"2578",2015-10-26,6,0.3,1.41
"2579",2015-10-27,6.07,0.29,1.4
"2580",2015-10-28,5.97,0.28,1.37
"2581",2015-10-29,5.89,0.26,1.44
"2582",2015-10-30,5.88,0.25,1.41
"2583",2015-11-02,5.84,0.25,1.43
"2584",2015-11-03,5.77,0.27,1.43
"2585",2015-11-04,5.73,0.29,1.41
"2586",2015-11-05,5.8,0.29,1.41
"2587",2015-11-06,5.82,0.26,1.44
"2588",2015-11-09,5.94,0.22,1.47
"2589",2015-11-10,6.02,0.23,1.45
"2590",2015-11-12,6.13,0.22,1.43
"2591",2015-11-13,6.24,0.23,1.42
"2592",2015-11-16,6.28,0.21,1.39
"2593",2015-11-17,6.19,0.23,1.39
"2594",2015-11-18,6.2,0.25,1.37
"2595",2015-11-19,6.28,0.27,1.33
"2596",2015-11-20,6.32,0.27,1.33
"2597",2015-11-23,6.35,0.25,1.31
"2598",2015-11-24,6.41,0.24,1.31
"2599",2015-11-25,6.37,0.22,1.3
"2600",2015-11-27,6.38,0.24,1.3
"2601",2015-11-30,6.4,0.2,1.27
"2602",2015-12-01,6.4,0.21,1.24
"2603",2015-12-02,6.34,0.23,1.24
"2604",2015-12-03,6.32,0.24,1.37
"2605",2015-12-04,6.37,0.24,1.32
"2606",2015-12-07,6.51,0.19,1.29
"2607",2015-12-08,6.65,0.22,1.3
"2608",2015-12-09,6.72,0.23,1.29
"2609",2015-12-10,6.71,0.26,1.29
"2610",2015-12-11,7.1,0.29,1.25
"2611",2015-12-14,7.33,0.26,1.26
"2612",2015-12-15,7.09,0.28,1.3
"2613",2015-12-16,6.98,0.26,1.28
"2614",2015-12-17,7.01,0.34,1.24
"2615",2015-12-18,7.2,0.4,1.22
"2616",2015-12-21,7.25,0.35,1.24
"2617",2015-12-22,7.15,0.38,1.25
"2618",2015-12-23,7.05,0.4,1.26
