"","date","SPY","AAPL","MSFT","GOOG","GS","AMZN","WMT","JPM","BAC","JNJ","BA","TLT","LQD","OAS","TED","TreasurySpread"
"1",2005-04-25,0.00655435886131402,0.0408443830345412,0.000400306607445718,0.0351472722700522,0.0147663748908431,0.0147215517349779,0.00447613628522181,0.008566606401033,0.010314005552398,0.000729746570619254,0.0289481045243879,0.00294711370383201,0.00244475138281805,0.00516797015844261,0,-0.0317486983145803
"2",2005-04-26,-0.0097613067565449,-0.0215944743087968,-0.00924639231462489,-0.0216160884417174,-0.000189021504177128,-0.0247597196754969,-0.000425628992555921,-0.00256222994969508,-0.00491932045194252,-0.00761569723375835,-0.0097827759896536,-0.00152631984402654,-0.0016290113476228,0.010256500167189,0.095310179804325,-0.0162605208717803
"3",2005-04-27,0.00389891247236348,-0.00665411247438056,0.00924639231462477,0.0046975219798681,0.019112977503721,-0.030733445737806,0.00615138963481355,0.0119018754803567,0.00581131283236583,0.00454732548340463,0.0111241654543299,0.00348687015302774,0.00488323851255242,0.0301530381706876,0.0870113769896297,0
"4",2005-04-28,-0.0126172738614587,-0.0114701769909055,-0.0218455888643826,-0.00150262209649751,-0.014300351252139,0.0249079194388144,-0.00508804259450247,-0.0136137541581672,-0.0040193371933327,-0.00985359493207441,-0.0158811785162829,0.00737070136063284,0.00414095852169096,0.0292703823001133,0.0800427076735365,-0.0165293019512106
"5",2005-04-29,0.0134815772555423,0.0145260627956958,0.0341738776673227,0.00250311116771327,0.00525781881835547,-0.00493216158697094,0.00191104361928797,0.0133317874380197,0.007800711736354,0.0142343632103577,0.0135318606593361,-0.00173013828993984,-0.00359982109960861,-0.00240674003056496,-0.052643733485422,-0.0870113769896297
"6",2005-05-03,0.0017164700200167,-0.00605678076241413,0.00513902211038235,0.0173925162616911,-0.000862011799765331,0.00331778331718808,0.0124736284018179,-0.00196940925103524,0.000441215566197223,-0.000727199110546347,0.0082177318982896,0.00271102407850335,0.000541993167624634,-0.00483092726966561,0,-0.0370412716803491
"7",2005-05-04,0.00768915818251651,0.0256281210324332,-0.00593222983790761,0.0101608655060024,0.0180405814759597,0.0223323267194961,0.00103237402457416,0.0167595834268891,0.0133583362827227,-0.00744807486013394,0.00682485599809673,-0.00881013194031736,-0.00226302445801435,-0.00242424361150628,0.102654154060083,0.0727593542824282
"8",2005-05-05,-0.000340527014377018,-0.0127319626894689,0.000793207727525119,-0.00667432029400582,-0.00916981225843364,0,0.00247385829492092,-0.00555577778730959,-0.00261410385264551,0.0042420609425096,-0.0089981083600592,0.00229056397637452,0.00144874970134355,0.00242424361150628,0.157628944203583,0.0678225963387612
"9",2005-05-06,-0.00315490742014048,0.0151519637100732,-0.000396661797439284,0.00457144366253985,-0.00590498304239108,0.0163555342184885,0.00799766921902799,-0.00811037635193955,-0.00788259568192633,-0.0043887967341329,0.0210357683135208,-0.0074386708092071,-0.00544402471362685,-0.0146344075184377,-0.110000895214329,-0.10354067894084
"10",2005-05-09,0.00621523134504266,-0.00727677095161337,-0.00437144619451802,-0.00880988227424528,0.00780285166234616,0.00347018861064657,0.00590574330582851,0.00978078369308388,0.00526236324945705,-0.000586344471332419,-0.00740330293538796,0.000987957388783243,-0.00346401154374904,-0.00492611833605583,-0.097638469563916,-0.0370412716803491
"11",2005-05-10,-0.0104089550930419,-0.0149888728148872,-0.00839800258709933,0.00784459093783213,-0.0326602811862821,-0.0119066022837799,-0.0108202660429087,-0.0230674742694933,-0.00768322183289789,-0.00647556416814077,0.00789486306235448,0.00710548681602527,-0.00018322110878505,0.0195605258544935,0.0500104205746613,0.0186921330121526
"12",2005-05-11,0.00547405528973387,-0.0224916415519183,0.000401426530090722,0.0152042508440534,0.0159334478077276,-0.0120501090716597,-0.00246577349858512,0.00454302533648009,0.00615115399908643,0.0032427174139777,-0.00643644699466733,0.00304557418601236,0.000914423672880318,0.0239245860852453,0.093090423066012,-0.0186921330121526
"13",2005-05-12,-0.011064255893839,-0.0424495918484038,0.00360670797115405,-0.0111737472544804,-0.0346162039286679,0.000886596803652921,-0.019740720119106,-0.0134038606094374,-0.00703314772999389,-0.00442450140928424,0.00148929647380586,0.00390147233069034,-0.00319907850382261,0.0117510165355188,0,-0.0190481949706944
"14",2005-05-13,-0.00198547813970993,0.0185787092031726,0.0119281423767546,0.00227090577238372,-0.0242392108539542,0.00147613310936568,-0.0109731575055225,-0.0106798122546821,-0.00464258633193052,-0.00327316941654636,-0.0165020366870072,0.00388684130406545,0.00556778434291859,0.0253762174933745,0.125163142954006,-0.0194180858571017
"15",2005-05-16,0.00928974059503396,0.0221850743999727,0.0106491572438634,0.00786463472266913,0.00611540927881495,0.0187030282870188,0.00190780288603766,0.0080927951223513,0.0158280343282051,0.00801533211555356,0.0151786526339125,-0.00118580158346672,-0.0015491787361649,0.022523474667083,-0.170625517030763,0.0194180858571017
"16",2005-05-17,0.00665595232737097,-0.00535934790909887,-0.00117754701655587,0.00896211481505683,-0.000711442302314669,0.00548576508551086,-0.00467000269446257,0.0134380532585315,0.00630537080723906,0.00398353258518281,0.00824249197428923,0.00280117113512904,0.000547385437083726,0.0176605031519503,0.0454623740767574,-0.0194180858571017
"17",2005-05-18,0.01023797678836,0.0134833961525454,0.00938231237390641,0.0255365865766317,0.0124286186592454,0.0171286512241839,0.015461709238819,0.0235766317862579,0.0109925684240901,-0.00457531567912016,0.0127245300870422,0.00664771789604683,0.00354727778332494,-0.00438597194325419,0.0645385211375712,0
"18",2005-05-19,0.0042002833633344,0.0466087961554474,0.00852329839552829,8.36337940541854e-05,0.00540809824168111,0.00733218154193515,-0.00147222069353677,0.00387618410473973,-0.00429652883982334,-0.00281440238737086,-0.00552647973484307,-0.00256798237617554,-0.00145401410871519,-0.0335226920386436,-0.0210534091978324,-0.0816780310142672
"19",2005-05-20,-0.00142604458240947,0,-0.0069682090906612,0.010108400149977,0.00954287693388768,-0.00253200304073126,-0.00697039929974469,-0.00359822513611095,0.00257990710609381,-0.00312039594462988,0.00892513580742152,0.0011782730291644,-0.00027291307047341,-0.016036998909817,-0.0215062052209635,-0.0659579677917974
"20",2005-05-23,0.00552521207769732,0.0571878232274476,0.00426461267839031,0.0557018879430838,-0.00386588518768212,0.00505761123043842,0.0141013886983959,-0.00416885320220643,-0.000429394346251407,0.000892470533290551,-0.00420967109165053,0.00778238396741098,0.00417508898067911,-0.00928080907447293,-0.191055236762709,-0.0465200156348928
"21",2005-05-24,-0.00233998694182927,-0.00150992016003285,-0.00387649794680517,0.00215073231313753,-0.0110850899878868,-0.00393145684799381,-0.00418836159877148,-0.000557074012264353,0.00128830997032765,0.00504232779871033,0.00984784398380607,0.00275673654058463,0.00217111424617418,-0.00233372334622017,0.100083458556983,0.0235304974101941
"22",2005-05-25,-0.000753549132821431,0.00201319367892215,-0.00155411144759887,0.0186146732357419,-0.0236762559402485,-0.00819332160553717,-0.00737266314595836,0.00055707401226427,-0.00150300231679905,-0.00192489303581187,-0.0129348358693234,-0.00701394064688927,-8.91851734722034e-05,-0.0284379353205335,0,0.0889474860164962
"23",2005-05-26,0.00534523075839776,0.0238462120113917,0.00736286647007802,-0.00619215497980329,-0.00670630618336956,0.00565775192860327,0.00021175425765087,0.0008349881512692,0.00364569813360736,-0.000741255928502152,0.0247521400419767,-0.00032006945664701,0.000631046642166423,-0.0218720748186683,0.0465200156348928,-0.0659579677917974
"24",2005-05-27,0.00166441621831314,-0.00442843802869437,0.00654216007598254,0.0258963096084384,-0.0114527606455636,0.00140941529448924,-0.000845872283448374,-0.00390295066401781,-0.00128498970715492,0.000148254197883496,0.000476404574648623,0.00106635991852469,-8.92043509874939e-05,-0.0123610968235741,-0.0229895182246987,0
"25",2005-05-31,-0.00642358217983457,-0.0199210475015865,-0.0104104683095313,0.0414955287643054,0.0207266674286344,0.000281594151462249,-0.000846735797058448,-0.00139713490672043,-0.00709941569457613,-0.00490565425518571,0.0138670866184615,0.0122854755328057,0.00432606615617637,0.0269955043420118,-0.0476280489892547,-0.0953101798043248
"26",2005-06-01,0.0085006888573962,0.0134898595826608,0.000387584711830358,0.0379686424327128,0.0116243148476908,0.0274979699556136,0.0145034133995029,0.000278958643660703,0.00911484639622868,0.0031245818154843,-0.00156650065776691,0.0121704020286921,0.00684725975166956,0,0.0706175672139534,0.0246926125903714
"27",2005-06-02,0.002155318687305,-0.00647201035080745,-0.000775532727828807,-0.000347224737211629,-0.00988262932061742,-0.00246879840110381,0.00624086370000324,-0.000559078268442576,-0.00237940145258148,-0.00461610170818533,0.00904989778492166,0.00239765470423691,0.00384899127176203,-0.0319830458530508,0,-0.102654154060083
"28",2005-06-03,-0.00506394360628458,-0.0459969675968389,-0.014057274511239,-0.0268954875039928,-0.00379534962354093,-0.0227787626652406,-0.0182068351063424,-0.00533053497836328,-0.0086992099474736,-0.00839331951009591,0.00433980196044033,-0.00825932462547441,-0.00528400335735322,-0.02531780798429,-0.0465200156348928,0.102654154060083
"29",2005-06-06,-0.000915982394798675,-0.00840343926993131,-0.0023620491791526,0.0373992743595417,0.0114451430800841,0.00504485374882496,0.00799322188975305,-0.00112570872327683,0.00261783408923316,-0.000903490022434336,0.0136706423797864,0.00523673457447309,0.00278038973893204,0.0228146777661715,-0.0240975515790606,-0.102654154060083
"30",2005-06-07,0.000749325338532219,-0.0370713377020328,0.00550297365531354,0.00746507849747069,-0.000203264750468946,-0.0118112175054326,0.000628329527280701,-0.000845690949896491,-0.000872117817188122,0.00240764111785769,-0.00412747969482927,0.00790455063683562,0.00205680917831911,0,0,-0.0555698511548109
"31",2005-06-08,-0.00183313291316934,0.010346250816095,-0.00432114350893187,-0.0473651650731931,-0.000508177551845749,-0.0148191939658228,-0.00398620194585305,0.00534119288155935,0.00108997648838829,-0.00270893200770558,-0.0124858278348948,-0.00477719124405433,-0.00205680917831905,-0.00250941160542584,0.0240975515790606,0
"32",2005-06-09,0.00474215203774427,0.0195792724105658,0.00432114350893186,0.0238581950182394,0.0161373146587988,0.0105669692134708,0.00524170696315507,-0.00477671830292565,0.00391294743479787,0.00555982620449076,0.00987834439066304,-0.000832729111079389,-0.00188298417272474,0.00750942202213145,0.0909717782057268,-0.028987536873252
"33",2005-06-10,-0.00232655593089309,-0.050106062357625,-0.0031409244761611,-0.0133966018498391,-0.00904499535150538,-0.00712761372101981,0.00334023068852421,-0.00197417797842324,-0.00195450051983925,-0.00375318717276382,-0.00709026630992623,-0.0113176486167007,-0.00449548865225685,-0.0252538673212033,0,0
